cod_provincia,provincia,cod_ncm_6d,ncm_6d,seccion,tiene_vcr,centralidad,complejidad_producto,complejidad_provincia
6,Buenos Aires,580127,"Terciopelo y felpa por urdimbre,de algodón",Textiles,0,0.1861,0.1863,-0.165785551272262
6,Buenos Aires,580230,Superficies textiles c/mechón insertado,Textiles,1,0.1595,0.2979,-0.165785551272262
6,Buenos Aires,580300,"Tejidos de gasa de vuelta, de algodón",Textiles,1,0.1909,0.3588,-0.165785551272262
6,Buenos Aires,580620,"Cintas,c/contenidos de hilos de elastómero o de caucho, en peso >= a 5%",Textiles,0,0.1884,-0.731,
6,Buenos Aires,580631,Cintas de algodón,Textiles,0,0.2066,-0.4393,-0.165785551272262
6,Buenos Aires,580632,Cintas de fibras sintéticas o artificiales,Textiles,0,0.1876,0.0322,-0.165785551272262
6,Buenos Aires,580710,"Etiquetas, escudos y artículos similares de materia textil,tejidos,s/bordar",Textiles,0,0.1591,-1.119,-0.165785551272262
6,Buenos Aires,580790,"Etiquetas,escudos y artículos similares de materia textil,s/bordar,excluidos tejidos",Textiles,0,0.1796,-1.1817,-0.165785551272262
6,Buenos Aires,580810,"Trenzas de materias textiles, en piezas",Textiles,0,0.1729,-0.3572,
6,Buenos Aires,580890,"Artículos de pasamanería y similares,en piezas,s/bordar,bellotas,madroños,pompones y similares de materia textil",Textiles,0,0.1723,-1.2629,-0.165785551272262
6,Buenos Aires,581091,"Bordados de algodón,en piezas,tiras o motivos",Textiles,0,0.1503,-0.3942,-0.165785551272262
6,Buenos Aires,581092,"Bordados de fibras sintéticas o artificiales en piezas,tiras o motivos",Textiles,0,0.1486,-1.0715,-0.165785551272262
6,Buenos Aires,581100,"Productos textiles en piezas,c/una o varias capas de materias textiles combinadas c/materias de relleno,acolchados",Textiles,0,0.1989,-0.2333,-0.165785551272262
6,Buenos Aires,590210,"Napas tramadas p/neumáticos,de nailon u otras poliamidas,impregnadas o recubiertas de caucho",Textiles,0,0.1721,-0.0367,
6,Buenos Aires,590220,"Napas tramadas p/neumáticos,de poliéster",Textiles,0,0.1597,0.2474,-0.165785551272262
6,Buenos Aires,590310,"Telas impregnadas,recubiertas o estratificadas c/policloruro de vinilo",Textiles,0,0.1572,-0.0839,
6,Buenos Aires,590320,"Telas impregnadas,recubiertas o estratificadas c/poliuretano",Textiles,0,0.1766,0.9527,-0.165785551272262
6,Buenos Aires,590390,"Telas impregnadas, recubiertas o estratificadas c/plástico, ncop.",Textiles,0,0.2105,0.4312,-0.165785551272262
6,Buenos Aires,590610,Cintas adhesivas de ancho <= a 20cm,Textiles,0,0.2067,0.3646,-0.165785551272262
6,Buenos Aires,590699,Telas cauchutadas excluida de punto,Textiles,0,0.2209,1.0823,
6,Buenos Aires,590700,"Telas ncop.impregnadas,recubiertas,lienzos pintados p/decoraciones de teatro,fondos de estudio",Textiles,0,,0.3143,-0.165785551272262
6,Buenos Aires,590800,"Mechas de materia textil tejidas,trenzadas o de punto,p/lámparas,mecheros y similares",Textiles,0,0.1639,-0.3138,-0.165785551272262
6,Buenos Aires,590900,Mangueras p/bombas y tubos similares de materia textil,Textiles,1,0.2028,0.9935,-0.165785551272262
6,Buenos Aires,591000,"Correas transportadoras o transmisión,de materia textil",Textiles,0,0.2289,0.8059,
6,Buenos Aires,591120,"Gasas y telas p/cerner,de materia textil sintética o artificial en pieza",Textiles,0,0.1239,1.1687,
6,Buenos Aires,591131,"Telas y fieltros s/fin,gramaje < a 650g/m2.,p/máquinas de fabricar papel o similares",Textiles,0,0.1786,1.4101,-0.165785551272262
6,Buenos Aires,591132,"Telas y fieltros s/fin,gramaje <= a 650g/m2.,p/máquinas de fabricar papel o similares",Textiles,0,0.1873,1.1799,-0.165785551272262
6,Buenos Aires,591190,"Productos y artículos textiles p/usos técnicos citados en la nota 7 del capítulo 59, ncop.",Textiles,0,0.2105,0.5227,
6,Buenos Aires,600240,"Tejidos de punto,de algodón,ancho <= a 30cm.,c/hilados de elastómeros en peso >= a 5%,s/hilos de caucho",Textiles,0,0.1831,-0.066,-0.165785551272262
6,Buenos Aires,600310,"Tejidos de punto,de lana o pelo fino,ancho <= a 30cm.,excluido de las partidas 60.01 o 60.02",Textiles,0,0.1569,0.4856,-0.165785551272262
6,Buenos Aires,600410,"Tejidos de punto de algodón, crudos o blanqueados,ancho > a 30cm.,c/hilados de elastómeros en peso >= a 5%,s/hilos de caucho",Textiles,0,0.147,-1.1672,-0.165785551272262
6,Buenos Aires,600537,Tejidos de punto por urdimbre de fibras sintéticas ncop. teñidos,Textiles,0,0.1996,0.1029,-0.165785551272262
6,Buenos Aires,600622,"Tejidos de punto de algodón teñidos,ncop.",Textiles,0,0.1509,-1.6583,
6,Buenos Aires,600624,"Tejidos de punto de algodón estampados,ncop.",Textiles,0,0.1645,-0.7813,-0.165785551272262
6,Buenos Aires,600632,Tejidos de punto de fibras sinteticas teñidos de nailon o demas poliamidas,Textiles,0,0.1461,-0.9589,-0.165785551272262
6,Buenos Aires,600633,Hilados de distintos colores de nailon o demás poliamidas,Textiles,0,0.1817,-0.1427,
6,Buenos Aires,600634,Tejidos de punto estampados de nailon o demás poliamidas,Textiles,0,0.1017,-0.7125,-0.165785551272262
6,Buenos Aires,610120,"Abrigos,chaquetones y similares de punto,de algodón,p/hombres o niños",Textiles,0,0.1676,-1.4904,-0.165785551272262
6,Buenos Aires,610130,"Abrigos,chaquetones y similares de punto,de fibras sintéticas o artificiales, p/hombres o niños",Textiles,0,0.1636,-1.4855,-0.165785551272262
6,Buenos Aires,610190,"Abrigos,chaquetones y similares de punto,de lana o pelo fino,p/hombres o niños",Textiles,0,0.1852,-1.021,
6,Buenos Aires,610210,"Abrigos,chaquetones y similares de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.1668,-1.0826,-0.165785551272262
6,Buenos Aires,610220,"Abrigos,chaquetones o similares de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1656,-1.4769,-0.165785551272262
6,Buenos Aires,610230,"Abrigos,chaquetones y similares de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",Textiles,0,0.1549,-1.6997,-0.165785551272262
6,Buenos Aires,610290,"Abrigos,chaquetones y similares de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,,-0.9469,-0.165785551272262
6,Buenos Aires,610322,"Conjuntos de punto,de algodón,p/hombres o niños",Textiles,0,0.1781,-1.4282,-0.165785551272262
6,Buenos Aires,610332,"Chaquetas de punto,de algodón,p/hombres o niños",Textiles,0,0.1555,-1.8084,
6,Buenos Aires,610333,"Chaquetas de punto,de fibras sintéticas, p/hombres o niños",Textiles,0,0.1617,-1.6336,
6,Buenos Aires,610342,"Pantalones largos,cortos,c/peto y shorts de punto, de algodón,p/hombres o niños",Textiles,0,0.1653,-1.7615,-0.165785551272262
6,Buenos Aires,610343,"Pantalones largos,cortos,c/peto y shorts de punto, de fibras sintéticas,p/hombres o niños",Textiles,0,0.1376,-1.8904,
6,Buenos Aires,610349,"Pantalones largos,cortos,c/peto y shorts de punto, de materia textil ncop.,p/hombres o niños",Textiles,0,0.1697,-1.414,-0.165785551272262
6,Buenos Aires,610422,"Conjuntos de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1658,-1.5049,-0.165785551272262
6,Buenos Aires,610423,"Conjuntos de punto,de fibras sintéticas, p/mujeres o niñas",Textiles,0,0.1427,-1.8059,
6,Buenos Aires,610429,"Conjuntos de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.1949,-1.2667,
6,Buenos Aires,610431,"Chaquetas de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.1927,-0.2289,-0.165785551272262
6,Buenos Aires,610432,"Chaquetas de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1605,-1.4883,-0.165785551272262
6,Buenos Aires,610433,"Chaquetas de punto,de fibras sintéticas, p/mujeres o niñas",Textiles,0,0.1725,-1.3064,-0.165785551272262
6,Buenos Aires,610439,"Chaquetas de punto,de material textil ncop.,p/mujeres o niñas",Textiles,0,0.1675,-1.3151,-0.165785551272262
6,Buenos Aires,610441,"Vestidos de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.204,-0.6666,-0.165785551272262
6,Buenos Aires,610442,"Vestidos de punto,de algodón, p/mujeres o niñas",Textiles,0,0.1808,-1.5566,-0.165785551272262
6,Buenos Aires,610443,"Vestidos de punto,de fibras sintéticas, p/mujeres o niñas",Textiles,0,0.1685,-1.5666,
6,Buenos Aires,610444,"Vestidos de punto,de fibras artificiales, p/mujeres o niñas",Textiles,0,0.1957,-1.0474,-0.165785551272262
6,Buenos Aires,610449,"Vestidos de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1698,-1.1374,-0.165785551272262
6,Buenos Aires,610452,"Faldas o faldas pantalón de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1622,-1.899,-0.165785551272262
6,Buenos Aires,610453,"Faldas o faldas pantalón de punto,de fibras sintéticas p/mujeres o niñas",Textiles,0,0.1671,,
6,Buenos Aires,610459,"Faldas o faldas pantalón de punto,de materia textil ncop.p/mujeres o niñas",Textiles,0,0.1788,-1.2116,-0.165785551272262
6,Buenos Aires,610461,"Pantalones largos,cortos,c/peto y shorts de punto, de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.1632,-1.2965,-0.165785551272262
6,Buenos Aires,610462,"Pantalones largos,cortos,c/peto y shorts de punto, de algodón,p/mujeres o niñas",Textiles,0,0.1669,-1.7612,
6,Buenos Aires,610463,"Pantalones largos,cortos,c/peto y shorts de punto, de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.1542,-1.6576,-0.165785551272262
6,Buenos Aires,610469,"Pantalones largos, cortos, c/peto y shorts de punto, de materia textil ncop., p/mujeres o niñas",Textiles,0,0.1859,-1.3744,-0.165785551272262
6,Buenos Aires,610510,"Camisas de punto,de algodón, p/hombres o niños",Textiles,0,0.1487,-1.8805,
6,Buenos Aires,610520,"Camisas de punto,de fibras sintéticas o artificiales p/hombres o niños",Textiles,0,0.1363,-2.1924,
6,Buenos Aires,610590,"Camisas de punto,de materia textil ncop.,p/hombres o niños",Textiles,0,0.145,-1.6765,-0.165785551272262
6,Buenos Aires,610610,"Camisas y blusas de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1586,-1.6432,
6,Buenos Aires,610620,"Camisas y blusas de punto,de fibras sintéticas o artificiales p/mujeres o niñas",Textiles,0,0.1464,-1.7769,-0.165785551272262
6,Buenos Aires,610690,"Camisas y blusas de punto,de material textil ncop.,p/mujeres o niñas",Textiles,0,0.1673,,-0.165785551272262
6,Buenos Aires,610711,"Calzoncillos y slips de punto,de algodón,p/hombres o niños",Textiles,0,0.1572,-1.6578,
6,Buenos Aires,610712,"Calzoncillos y slips de punto,de fibras sintéticas o artificiales p/hombres o niños",Textiles,0,0.1378,-2.0397,-0.165785551272262
6,Buenos Aires,610721,"Camisones y pijamas de punto,de algodón,p/hombres o niños",Textiles,0,0.1668,-1.6326,
6,Buenos Aires,610722,"Camisones y pijamas de punto,de fibras sintéticas o artificiales, p/hombres o niños",Textiles,0,0.1352,-2.1003,-0.165785551272262
6,Buenos Aires,610799,"Batas y similares de punto,de fibras sintéticas o artificiales, p/hombres o niños",Textiles,0,0.1332,-2.1007,
6,Buenos Aires,610811,"Combinaciones y enaguas de punto,de fibras sintéticas o artificiales, p/mujeres o niñas",Textiles,0,0.1615,,-0.165785551272262
6,Buenos Aires,610821,"Bragas de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1533,-1.5728,
6,Buenos Aires,610822,"Bragas de punto,de fibras sintéticas o artificiales, p/mujeres o niñas",Textiles,0,0.1329,,-0.165785551272262
6,Buenos Aires,610831,"Camisones y pijamas de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1596,-1.5859,-0.165785551272262
6,Buenos Aires,610832,"Camisones y pijamas de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",Textiles,0,0.1293,-2.08,
6,Buenos Aires,610891,"Batas y similares de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1598,-1.822,
6,Buenos Aires,610892,"Batas y similares de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",Textiles,0,0.1205,,-0.165785551272262
6,Buenos Aires,610910,"T-shirts y camisetas interiores de punto,de algodón",Textiles,0,0.154,-1.7358,-0.165785551272262
6,Buenos Aires,610990,"T-shirts y camisetas interiores de punto,de materia textil excluido algodón",Textiles,0,0.1616,-1.6861,-0.165785551272262
6,Buenos Aires,611011,"Suéteres,pullovers,chalecos y similares de punto,de lana",Textiles,0,0.188,-1.0275,
6,Buenos Aires,611019,"Suéteres,pullovers,chalecos y similares de punto,de pelo fino excluido cabra de cachemira",Textiles,0,0.1617,-1.3762,-0.165785551272262
6,Buenos Aires,611020,"Suéteres,pullovers,chalecos y similares de punto,de algodón",Textiles,0,0.1709,-1.7978,-0.165785551272262
6,Buenos Aires,611030,"Suéteres,pullovers,chalecos y similares de punto,de fibras sintéticas o artificiales",Textiles,0,0.1585,-1.8803,-0.165785551272262
6,Buenos Aires,611120,"Prendas y accesorios de vestir de punto,de algodón,para bebés",Textiles,0,0.1582,-1.9922,-0.165785551272262
6,Buenos Aires,611130,"Prendas y accesorios de vestir de punto,de fibras sintéticas para bebés",Textiles,0,0.164,-1.7983,-0.165785551272262
6,Buenos Aires,611190,"Prendas y accesorios de vestir de punto,de lana o pelo fino,para bebés",Textiles,0,0.1864,-1.2932,
6,Buenos Aires,611212,"Conjuntos de abrigo para entrenamiento o deporte de punto,de fibras sintéticas",Textiles,0,0.1856,-1.1401,-0.165785551272262
6,Buenos Aires,611220,Overoles y conjuntos de esquí de punto,Textiles,0,0.2016,-0.4227,-0.165785551272262
6,Buenos Aires,611231,"Bañadores de punto,de fibras sintéticas, p/hombres o niños",Textiles,0,0.1868,-1.0552,
6,Buenos Aires,611239,"Bañadores de punto,de materia textil ncop.,p/hombres o niños",Textiles,0,0.1594,-1.265,-0.165785551272262
6,Buenos Aires,611241,"Bañadores de punto,de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.1531,-1.526,-0.165785551272262
6,Buenos Aires,611249,"Bañadores de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1816,-1.343,-0.165785551272262
6,Buenos Aires,611300,"Prendas de vestir,confeccionadas c/tejidos de punto,impregnados o revestidos c/plástico o caucho",Textiles,0,,-1.2357,-0.165785551272262
6,Buenos Aires,611420,"Prendas de vestir no expresadas ni comprendidas en otra parte de punto,de algodón",Textiles,0,0.1766,-1.398,-0.165785551272262
6,Buenos Aires,611430,"Prendas de vestir no expresada ni comprendida en otra parte de punto,de fibras sintéticas o artificiales",Textiles,0,0.1662,-1.7899,
6,Buenos Aires,611490,"Prendas de vestir ncop.de punto,de lana o pelo fino",Textiles,0,0.1403,-1.9011,-0.165785551272262
6,Buenos Aires,611510,"Calzas,Panty-medias y leotardos de punto,de fibras sintéticas con título < a 67 decitex",Textiles,0,0.1863,-0.2235,-0.165785551272262
6,Buenos Aires,611521,"Calzas,Panty-medias y leotardos de punto ncop.,de fibras sintéticas con título < a 67 decitex",Textiles,0,0.1818,-0.2351,
6,Buenos Aires,611522,"Calzas,Panty-medias y leotardos de punto ncop.,de fibras sintéticas con título >= a 67 decitex",Textiles,0,0.1827,-0.6568,-0.165785551272262
6,Buenos Aires,611529,"Calzas,Panty-medias y leotardos de punto ncop.,de lana o pelo fino",Textiles,0,0.1743,-1.085,-0.165785551272262
6,Buenos Aires,611530,"Medias de mujer de punto,de título < a 67 decitex,de fibras sintéticas o artificiales",Textiles,0,0.1994,-0.3091,-0.165785551272262
6,Buenos Aires,611595,"Medias,calcetines y artículos similares de punto,de algodón",Textiles,0,0.1733,-1.1592,-0.165785551272262
6,Buenos Aires,611596,"Medias,calcetines y artículos similares de punto,de fibras sintéticas",Textiles,0,0.1483,-1.4677,-0.165785551272262
6,Buenos Aires,611599,"Medias,calcetines y artículos similares de punto,de materias textiles ncop.",Textiles,0,0.168,-1.1553,-0.165785551272262
6,Buenos Aires,611610,"Guantes,mitones y manoplas de punto,impregnados,recubiertos o revestidos c/plástico o caucho",Textiles,0,0.1339,,-0.165785551272262
6,Buenos Aires,611691,"Guantes,mitones y manoplas de punto,de lana o pelo fino, ncop.",Textiles,0,0.1659,-0.9259,
6,Buenos Aires,611692,"Guantes,mitones y manoplas de punto,de algodón, ncop.",Textiles,0,0.1108,-2.2113,
6,Buenos Aires,611693,"Guantes,mitones y manoplas ncop.de punto,de fibras sintéticas",Textiles,0,0.1106,-2.2624,-0.165785551272262
6,Buenos Aires,611699,"Guantes,mitones y manoplas ncop. de punto, de materia textil excl. lana,pelo fino, algodón y fibras sintéticas",Textiles,0,,-1.1642,-0.165785551272262
6,Buenos Aires,611710,"Chales,pañuelos de cuello,bufandas,mantillas,velos y artículos similares de punto",Textiles,0,0.161,,
6,Buenos Aires,611780,"Corbatas y lazos similares, de punto",Textiles,0,0.1615,-1.6522,-0.165785551272262
6,Buenos Aires,620112,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de algodón,p/hombres o niños",Textiles,0,0.1969,,-0.165785551272262
6,Buenos Aires,620113,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de fibras sintéticas o artificiales p/hombres o niños",Textiles,0,0.1775,-1.3658,-0.165785551272262
6,Buenos Aires,620119,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de materia textil ncop.p/hombres o niños",Textiles,0,0.1675,-1.2997,
6,Buenos Aires,620192,"Anoraks,cazadoras y similares excluidos de punto,de algodón, para hombres o niños",Textiles,0,0.19,-1.5841,-0.165785551272262
6,Buenos Aires,620193,"Anoraks,cazadoras y similares excluidos de punto,de fibras sintéticas o artificiales,p/hombres o niños",Textiles,0,0.1717,-1.1087,
6,Buenos Aires,620211,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.1786,-1.0609,-0.165785551272262
6,Buenos Aires,620212,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1882,-1.1727,
6,Buenos Aires,620213,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de fibras sintéticas o artificiales p/mujeres o niñas",Textiles,0,0.1713,-0.9627,
6,Buenos Aires,620219,"Abrigos,impermeables,chaquetones y similares excluidos de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1968,-0.9028,-0.165785551272262
6,Buenos Aires,620291,"Anoraks,cazadoras y similares excluidos de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.195,-0.6187,-0.165785551272262
6,Buenos Aires,620292,"Anoraks,cazadoras y similares excluidos de punto,de algodón, p/mujeres o niñas",Textiles,0,0.1682,-1.5237,
6,Buenos Aires,620293,"Anoraks,cazadoras y similares excluidos de punto,de fibras sintéticas o artificiales, p/mujeres o niñas",Textiles,0,0.1627,-1.19,-0.165785551272262
6,Buenos Aires,620299,"Anoraks,cazadoras y similares excluidos de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.195,-0.7425,-0.165785551272262
6,Buenos Aires,620323,"Conjuntos excluidos de punto,de fibras sintéticas, p/hombres o niños",Textiles,0,0.1627,-1.1901,
6,Buenos Aires,620332,"Chaquetas excluidas de punto,de algodón,p/hombres o niños",Textiles,0,0.1582,-1.5871,
6,Buenos Aires,620333,"Chaquetas excluidas de punto,de fibras sintéticas, p/hombres o niños",Textiles,0,0.1731,-1.2721,-0.165785551272262
6,Buenos Aires,620339,"Chaquetas excluidas de punto,de materia textil ncop.,p/hombres o niños",Textiles,0,0.1739,,
6,Buenos Aires,620342,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de algodón,p/hombres o niños",Textiles,0,0.1664,-1.6047,
6,Buenos Aires,620343,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de fibras sintéticas,p/hombres o niños",Textiles,0,0.1496,-1.5756,-0.165785551272262
6,Buenos Aires,620349,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de materia textil ncop.,p/hombres o niños",Textiles,0,0.1643,-1.6335,
6,Buenos Aires,620422,"Conjuntos excluidos de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1874,-1.2858,
6,Buenos Aires,620423,"Conjuntos excluidos de punto,de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.1575,,-0.165785551272262
6,Buenos Aires,620431,"Chaquetas excluidas de punto,de lana o pelo fino,p/ujeres o niñas",Textiles,0,0.172,-0.712,-0.165785551272262
6,Buenos Aires,620432,"Chaquetas excluidas de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1864,-1.1956,-0.165785551272262
6,Buenos Aires,620433,"Chaquetas excluidas de punto,de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.173,-1.2186,
6,Buenos Aires,620439,"Chaquetas excluidas de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1773,-1.3245,-0.165785551272262
6,Buenos Aires,620442,"Vestidos excluidos de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1806,-1.4198,-0.165785551272262
6,Buenos Aires,620443,"Vestidos excluidos de punto,de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.1782,-1.2541,-0.165785551272262
6,Buenos Aires,620444,"Vestidos excluidos de punto,de fibras artificiales,p/mujeres o niñas",Textiles,0,0.1831,-1.3504,-0.165785551272262
6,Buenos Aires,620449,"Vestidos excluidos de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1943,-1.0485,-0.165785551272262
6,Buenos Aires,620452,"Faldas y faldas pantalón excluidas de punto,de algodón, p/mujeres o niñas",Textiles,0,0.191,-1.4685,
6,Buenos Aires,620453,"Faldas y faldas pantalón excluidas de punto,de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.1741,-1.3678,-0.165785551272262
6,Buenos Aires,620459,"Faldas y faldas pantalón excluidas de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1873,-1.2769,-0.165785551272262
6,Buenos Aires,620461,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de lana o pelo fino,p/mujeres o niñas",Textiles,0,0.1806,-0.8686,-0.165785551272262
6,Buenos Aires,620462,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1424,-1.9787,-0.165785551272262
6,Buenos Aires,620463,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de fibras sintéticas,p/mujeres o niñas",Textiles,0,0.1511,-1.7164,
6,Buenos Aires,620469,"Pantalones largos,cortos,c/peto y shorts excluidos de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1723,-1.6243,-0.165785551272262
6,Buenos Aires,620520,"Camisas de algodón,p/hombres y niños, excl. de punto",Textiles,0,0.1552,-1.6988,-0.165785551272262
6,Buenos Aires,620530,"Camisas excluidas de punto,de fibras sintéticas o artificiales,p/hombres o niños",Textiles,0,0.1422,-1.9771,-0.165785551272262
6,Buenos Aires,620590,"Camisas de lana o pelo fino,p/hombres o niños, excl. de punto",Textiles,0,0.1674,-1.6992,-0.165785551272262
6,Buenos Aires,620610,"Camisas y blusas excluidas de punto,de seda o desperdicios de seda,p/mujeres o niñas",Textiles,0,0.1815,-1.1689,-0.165785551272262
6,Buenos Aires,620630,"Camisas y blusas excluidas de punto,de algodón,p/mujeres y niñas",Textiles,0,0.1755,-1.6045,-0.165785551272262
6,Buenos Aires,620640,"Camisas y blusas excluidas de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",Textiles,0,0.175,-1.5472,-0.165785551272262
6,Buenos Aires,620690,"Camisas y blusas excluidas de punto,de materia textil ncop.,p/mujeres o niñas",Textiles,0,0.1819,-1.2503,-0.165785551272262
6,Buenos Aires,620711,"Calzoncillos y slips excluidos de punto, de algodón,p/hombres o niños",Textiles,0,0.1637,-1.8557,-0.165785551272262
6,Buenos Aires,620721,"Camisones y pijamas excluidos de punto,de algodón,p/hombres o niños",Textiles,0,0.1491,-2.0293,
6,Buenos Aires,620799,"Camisetas,batas y similares de fibras sintéticas o artificiales,excluidas de punto,p/hombres o niños",Textiles,0,0.1545,-1.3664,-0.165785551272262
6,Buenos Aires,620811,"Combinaciones y enaguas excluidas de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",Textiles,0,0.192,-1.0914,-0.165785551272262
6,Buenos Aires,620821,"Camisones y pijamas excluidos de punto,de algodón,p/mujeres o niñas",Textiles,0,0.15,,-0.165785551272262
6,Buenos Aires,620822,"Camisones y pijamas excluidos de punto,de fibras sintéticas o artificiales, p/mujeres o niñas",Textiles,0,0.1545,-1.5933,-0.165785551272262
6,Buenos Aires,620891,"Camisetas,bragas,batas y similares excluidas de punto,de algodón,p/mujeres o niñas",Textiles,0,0.1941,-1.4197,
6,Buenos Aires,620892,"Camisetas,bragas,batas y similares excluidas de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",Textiles,0,0.1603,-1.6556,
6,Buenos Aires,620920,"Prendas y accesorios de vestir excluidos de punto,de algodón,para bebés",Textiles,0,0.1621,-1.9017,-0.165785551272262
6,Buenos Aires,620930,"Prendas y accesorios de vestir, excluidos de punto,de fibras sintéticas,para bebés",Textiles,0,0.1596,-1.5961,-0.165785551272262
6,Buenos Aires,620990,"Prendas y accesorios de vestir para bebés de lana o pelo fino,excluido de punto",Textiles,0,0.1956,-1.0484,
6,Buenos Aires,621010,"Prendas de vestir excluidas de punto,confeccionadas con productos de fieltro o telas sin tejer",Textiles,0,0.1239,-1.8207,
6,Buenos Aires,621030,"Prendas de vestir citadas en las subpartidas 6202.11 a 19 cauchutadas,revestidas de plástico u otras materias",Textiles,0,0.147,-1.4353,
6,Buenos Aires,621050,"Prendas de vestir p/mujeres o niñas,excluidas de punto,cauchutadas,revestidas de plástico u otras materias,ncop.",Textiles,0,0.1751,-1.0501,
6,Buenos Aires,621111,"Bañadores excluidos de punto,p/hombres o niños",Textiles,0,0.1683,,-0.165785551272262
6,Buenos Aires,621112,"Bañadores excluidos de punto,p/mujeres o niñas",Textiles,0,0.1932,-1.0411,-0.165785551272262
6,Buenos Aires,621120,Overoles y conjuntos de esquí excluidos de punto,Textiles,0,0.1764,,
6,Buenos Aires,621132,"Prendas de vestir ncop.,p/hombres o niños,de algodón,excluidas de punto",Textiles,0,0.1743,-1.238,
6,Buenos Aires,621133,"Prendas de vestir ncop.para hombres o niños,de fibras sintéticas o artificiales excluidas de punto",Textiles,0,0.1476,-1.5547,-0.165785551272262
6,Buenos Aires,621139,"Prendas de vestir ncop.p/hombres o niños,de lana o pelo fino,excluidas de punto",Textiles,0,0.166,-1.1823,
6,Buenos Aires,621142,"Prendas de vestir ncop.,p/mujeres o niñas,de algodón,excluidas de punto",Textiles,0,0.1571,-1.8389,
6,Buenos Aires,621143,"Prendas de vestir ncop.p/mujeres o niñas,de fibras sintéticas o artificiales, excluidas de punto",Textiles,0,0.1557,-1.8225,-0.165785551272262
6,Buenos Aires,621149,"Prendas de vestir ncop.p/mujeres o niñas,excluidas de algodón,fibras sintéticas,artificiales y de punto",Textiles,0,0.1732,-1.2369,-0.165785551272262
6,Buenos Aires,621210,Corpiños,Textiles,0,0.1504,-1.4048,-0.165785551272262
6,Buenos Aires,621220,Fajas y fajas-braga,Textiles,0,0.1415,-1.703,-0.165785551272262
6,Buenos Aires,621230,Faja-corpiño,Textiles,0,0.1685,-1.2869,-0.165785551272262
6,Buenos Aires,621290,"Corsés, tirantes, ligas y artículos similares y sus partes",Textiles,0,0.1685,-1.0582,-0.165785551272262
6,Buenos Aires,621320,"Pañuelos de bolsillo de algodón,excluidos de punto",Textiles,0,0.1516,-1.0597,-0.165785551272262
